Price,Area,Age,Tenure,Purchaser,Region
1700000.0,731.95,7,Leasehold,Private,Bukit Merah
3850000.0,1743.77,14,Freehold,Private,Newton
2300000.0,1571.54,6,Freehold,Private,Bukit Timah
865000.0,419.8,4,Leasehold,HDB,Kallang
1640000.0,893.41,19,Leasehold,Private,Bukit Merah
960000.0,441.32,6,Leasehold,HDB,Queenstown
2500000.0,2023.63,36,Leasehold,HDB,Bishan
1780000.0,1194.8,21,Leasehold,Private,Queenstown
1380000.0,850.36,25,Leasehold,Private,Bukit Merah
2055000.0,1506.96,29,Leasehold,Private,Bishan
1240000.0,699.66,7,Leasehold,HDB,Kallang
1350000.0,775.01,14,Leasehold,Private,Bukit Merah
1445000.0,990.29,18,Leasehold,Private,Kallang
6280000.0,2970.86,12,Leasehold,Private,Southern Islands
4550000.0,2195.86,32,Freehold,Private,Novena
2308000.0,990.29,11,Freehold,HDB,Bukit Timah
2350000.0,882.65,10,Freehold,Private,Newton
2438000.0,1076.4,5,Leasehold,Private,Bukit Merah
2385000.0,1108.69,10,Freehold,HDB,Bukit Timah
1528000.0,678.13,2,Leasehold,Private,Toa Payoh
2820000.0,1593.07,34,Freehold,Private,Bishan
3400000.0,1593.07,25,Freehold,Private,River Valley
3200000.0,1894.46,13,Leasehold,Private,Geylang
1308000.0,635.08,9,Leasehold,Private,Bukit Timah
1412345.0,678.13,7,Leasehold,HDB,Bishan
1700000.0,1044.11,10,Leasehold,HDB,Bukit Merah
1870000.0,1130.22,12,Leasehold,HDB,Toa Payoh
2300000.0,1280.92,19,Leasehold,Private,Bukit Merah
3000000.0,1733.0,13,Leasehold,Private,Southern Islands
1045000.0,613.55,8,Freehold,HDB,Geylang
1645000.0,731.95,7,Freehold,Private,Marine Parade
3488000.0,1528.49,13,Freehold,HDB,Marine Parade
1680000.0,958.0,11,Leasehold,Private,Toa Payoh
1190000.0,678.13,16,Leasehold,Private,Kallang
1375000.0,828.83,7,Freehold,Private,Queenstown
2600000.0,1227.1,5,Leasehold,Private,Bukit Merah
2950000.0,1367.03,25,Freehold,Private,Bukit Timah
3100000.0,1237.86,21,Freehold,Private,Others
2400000.0,1334.74,19,Leasehold,Private,Bukit Merah
2820000.0,1474.67,8,Freehold,Private,Bukit Merah
1172000.0,602.78,7,Leasehold,Private,Tanglin
1210000.0,635.08,9,Leasehold,Private,Bukit Timah
1770000.0,1237.86,19,Leasehold,Private,Geylang
4250000.0,1808.35,37,Freehold,Private,River Valley
3170000.0,1883.7,25,Leasehold,Private,Bukit Timah
3128888.0,2583.36,19,Leasehold,Private,Bukit Merah
2080000.0,1184.04,26,Freehold,Private,Queenstown
2130000.0,1227.1,12,Leasehold,Private,Bukit Merah
4639800.0,2163.56,12,Leasehold,Private,Southern Islands
2600000.0,1388.56,7,Leasehold,Private,Tanglin
2100000.0,1291.68,12,Leasehold,HDB,Bishan
1580000.0,796.54,27,Freehold,Private,Bukit Timah
1790000.0,1033.34,9,Leasehold,HDB,Bukit Timah
820000.0,441.32,6,Leasehold,HDB,Geylang
1933000.0,958.0,19,Freehold,Private,Bukit Timah
1700000.0,1636.13,26,Leasehold,HDB,Queenstown
2910000.0,1765.3,12,Leasehold,HDB,Bishan
960000.0,484.38,7,Leasehold,Private,Bishan
1715000.0,731.95,7,Leasehold,Private,Bukit Merah
2120000.0,1496.2,28,Freehold,Private,Bukit Timah
1940000.0,1173.28,6,Leasehold,HDB,Geylang
3700000.0,2109.74,31,Freehold,HDB,Bukit Timah
3500000.0,1646.89,15,Freehold,Private,Marine Parade
1328000.0,871.88,22,Leasehold,Private,Bukit Merah
2280000.0,1130.22,0,Leasehold,Private,Bukit Timah
808000.0,462.85,7,Leasehold,Private,Toa Payoh
5100000.0,2884.75,8,Freehold,Private,Tanglin
1340000.0,699.66,1,Leasehold,Private,Toa Payoh
1900000.0,1076.4,9,Leasehold,Private,Bukit Timah
1350000.0,742.72,1,Leasehold,HDB,Toa Payoh
1488000.0,710.42,5,Leasehold,Private,Rochor
4500000.0,1550.02,12,Freehold,Private,Newton
1320000.0,882.65,25,Freehold,Private,Bukit Timah
2250000.0,1001.05,19,Freehold,Private,Tanglin
1828000.0,1054.87,13,Freehold,Private,Novena
11680000.0,3347.6,38,Freehold,Private,Newton
2920000.0,1399.32,7,Leasehold,Private,Bukit Merah
2050000.0,1033.34,4,Leasehold,Private,Kallang
1360000.0,699.66,1,Leasehold,Private,Toa Payoh
3218000.0,1786.82,14,Freehold,Private,Bukit Timah
2218888.0,1097.93,1,Leasehold,Private,Toa Payoh
3260000.0,2195.86,8,Leasehold,Private,Bishan
2200000.0,1442.38,28,Leasehold,Private,Bukit Merah
1850000.0,1162.51,30,Leasehold,HDB,Bukit Merah
3140000.0,1829.88,13,Leasehold,Private,Geylang
3900000.0,2238.91,26,Leasehold,Private,Kallang
1240000.0,914.94,20,Leasehold,Private,Bishan
1408000.0,656.6,0,Leasehold,HDB,Queenstown
2248000.0,1011.82,1,Leasehold,Private,Bishan
4163000.0,1905.23,10,Leasehold,Private,Southern Islands
2338388.0,1528.49,27,Leasehold,Private,Kallang
1818000.0,1313.21,36,Leasehold,Private,Bishan
2500000.0,1388.56,27,Leasehold,Private,Tanglin
1610000.0,688.9,8,Freehold,Private,Tanglin
2930000.0,1517.72,14,Freehold,Private,Kallang
1180000.0,570.49,0,Leasehold,Private,Bukit Timah
1580000.0,893.41,12,Leasehold,Private,Bukit Merah
2400000.0,1302.44,19,Leasehold,Private,Marine Parade
3220000.0,1517.72,25,Freehold,HDB,Bukit Timah
1545000.0,968.76,7,Leasehold,Private,Toa Payoh
3530000.0,1582.31,18,Freehold,Private,Bukit Timah
1950000.0,1140.98,12,Leasehold,Private,Toa Payoh
1580000.0,699.66,5,Leasehold,HDB,Bukit Merah
5980700.0,2508.01,10,Leasehold,Private,Southern Islands
4680000.0,2400.37,31,Freehold,Private,Kallang
2600000.0,1313.21,4,Leasehold,Private,Toa Payoh
3968000.0,1657.66,25,Freehold,Private,Newton
1150000.0,667.37,6,Leasehold,HDB,Geylang
1940000.0,1011.82,9,Leasehold,Private,Bukit Timah
960000.0,452.09,7,Leasehold,Private,Bukit Merah
4300000.0,2411.14,31,Freehold,Private,Kallang
2906800.0,1011.82,2,Leasehold,Private,River Valley
3960000.0,1894.46,11,Freehold,Private,Bukit Timah
1360000.0,645.84,1,Leasehold,Private,Bishan
1540000.0,979.52,28,Leasehold,Private,Bukit Timah
1250000.0,570.49,13,Freehold,Private,Marine Parade
2200000.0,1130.22,10,Leasehold,HDB,Geylang
2450000.0,1399.32,14,Leasehold,Private,Bukit Merah
1060000.0,452.09,7,Leasehold,HDB,Bukit Merah
1500000.0,871.88,17,Leasehold,Private,Bukit Timah
2400000.0,1291.68,4,Leasehold,Private,Kallang
1020000.0,495.14,5,Leasehold,Private,Bukit Merah
2150000.0,1205.57,16,Freehold,HDB,Toa Payoh
1880000.0,1302.44,26,Freehold,Private,Kallang
1980000.0,1140.98,7,Leasehold,Private,Bishan
3040000.0,1410.08,13,Freehold,Private,Bukit Timah
1460000.0,775.01,4,Leasehold,Private,Toa Payoh
3600000.0,1313.21,10,Freehold,Private,Newton
1128000.0,635.08,10,Freehold,Private,Novena
4176000.0,2066.69,11,Freehold,Private,Bukit Timah
1310000.0,548.96,8,Leasehold,HDB,River Valley
2583000.0,1722.24,27,Leasehold,Private,Tanglin
1225000.0,882.65,19,Leasehold,HDB,Bishan
1650000.0,1108.69,7,Leasehold,HDB,Toa Payoh
975000.0,505.91,1,Leasehold,HDB,Toa Payoh
5250000.0,1969.81,10,Freehold,Private,Newton
2050000.0,968.76,15,Freehold,Private,Rochor
1880000.0,1162.51,8,Freehold,Private,Geylang
2490000.0,1302.44,7,Leasehold,HDB,Toa Payoh
4100000.0,2131.27,26,Freehold,Private,Tanglin
845000.0,452.09,7,Leasehold,Private,Bukit Merah
1170000.0,613.55,1,Leasehold,Private,Toa Payoh
2200000.0,1926.76,18,Freehold,Private,Geylang
1735000.0,818.06,0,Leasehold,Private,Bukit Timah
2360000.0,1291.68,12,Leasehold,HDB,Bishan
1780000.0,1248.62,26,Leasehold,Private,Queenstown
1828000.0,1162.51,22,Leasehold,Private,Bukit Merah
3700000.0,2120.51,22,Leasehold,Private,Bukit Merah
1900000.0,1593.07,24,Leasehold,Private,Bukit Timah
2300000.0,1216.33,9,Leasehold,HDB,Bukit Timah
3380000.0,1679.18,9,Leasehold,Private,Bukit Timah
2400000.0,1033.34,34,Freehold,Private,Tanglin
2028600.0,979.52,26,Freehold,Private,Bukit Timah
1310000.0,796.54,24,Leasehold,HDB,Others
2400000.0,1291.68,25,Freehold,Private,Marine Parade
1700000.0,958.0,12,Leasehold,Private,Bukit Merah
5500000.0,3379.9,12,Leasehold,Private,Southern Islands
1280000.0,968.76,26,Leasehold,Private,Queenstown
1630000.0,893.41,8,Leasehold,HDB,Bishan
1480000.0,678.13,2,Leasehold,Private,Toa Payoh
1230000.0,699.66,6,Leasehold,Private,Geylang
4340000.0,1550.02,10,Freehold,Private,Newton
1850000.0,947.23,3,Leasehold,HDB,Queenstown
1245000.0,882.65,19,Leasehold,Private,Bishan
918000.0,505.91,1,Leasehold,HDB,Toa Payoh
1382000.0,678.13,1,Leasehold,HDB,Bukit Timah
1155000.0,538.2,9,Freehold,Private,Bukit Merah
2460000.0,1291.68,13,Leasehold,Private,Geylang
1400000.0,699.66,1,Leasehold,HDB,Toa Payoh
1228000.0,548.96,8,Leasehold,Private,River Valley
3000000.0,1313.21,19,Freehold,Private,River Valley
888888.0,527.44,7,Leasehold,HDB,Toa Payoh
1198000.0,581.26,12,Leasehold,Private,Novena
2550000.0,1420.85,14,Leasehold,Private,Bukit Merah
1330000.0,678.13,7,Leasehold,Private,Bishan
1660000.0,1216.33,19,Leasehold,Private,Geylang
3400000.0,1754.53,9,Leasehold,Private,Bukit Timah
1200000.0,678.13,16,Leasehold,Private,Kallang
4550000.0,2098.98,1,Leasehold,Private,Bishan
1610000.0,958.0,6,Leasehold,HDB,Geylang
1165000.0,656.6,7,Leasehold,HDB,Toa Payoh
2610000.0,1044.11,11,Freehold,Private,Novena
2060000.0,1259.39,10,Leasehold,Private,Bukit Merah
1560000.0,861.12,0,Leasehold,HDB,Bukit Timah
845000.0,495.14,15,Freehold,Private,Queenstown
1188000.0,699.66,19,Freehold,HDB,Novena
1780000.0,796.54,5,Leasehold,Private,Bukit Merah
2600000.0,1711.48,12,Freehold,Private,Queenstown
1640000.0,936.47,9,Leasehold,Private,Bukit Timah
1040000.0,645.84,20,Freehold,Private,Bishan
2200000.0,1011.82,6,Freehold,Private,Novena
5700000.0,2508.01,10,Leasehold,Private,Southern Islands
1715000.0,1345.5,29,Leasehold,Private,Bishan
1440000.0,1065.64,28,Leasehold,Private,Bukit Timah
3128000.0,1270.15,9,Freehold,HDB,Marine Parade
1670000.0,947.23,4,Leasehold,Private,Toa Payoh
12500000.0,2691.0,6,Freehold,Private,River Valley
3350000.0,1819.12,11,Freehold,Private,Bukit Timah
1450000.0,764.24,26,Freehold,Private,Tanglin
1800000.0,1194.8,21,Leasehold,Private,Queenstown
1320000.0,678.13,7,Leasehold,HDB,Bishan
1070000.0,570.49,4,Leasehold,Private,Toa Payoh
1813000.0,979.52,11,Freehold,HDB,Bishan
1110000.0,742.72,29,Freehold,Private,Geylang
1550000.0,1001.05,30,Leasehold,Private,Bukit Merah
1800000.0,1194.8,20,Leasehold,HDB,Bishan
1846050.0,710.42,2,Freehold,HDB,Bukit Timah
1790000.0,1270.15,18,Leasehold,Private,Bishan
1918000.0,904.18,6,Leasehold,Private,Queenstown
950000.0,484.38,5,Leasehold,Private,Bukit Merah
1100000.0,527.44,1,Leasehold,Private,Bishan
1878000.0,721.19,2,Freehold,Private,Bukit Timah
2100000.0,1227.1,27,Freehold,HDB,Tanglin
2280000.0,1420.85,25,Freehold,HDB,Bukit Timah
3568000.0,1657.66,11,Freehold,Private,Bukit Timah
4215000.0,1840.64,20,Freehold,Private,Newton
1888000.0,1194.8,23,Leasehold,HDB,Queenstown
5680000.0,1959.05,7,Freehold,Private,Tanglin
1750000.0,1054.87,12,Leasehold,HDB,Bukit Merah
1820000.0,893.41,15,Freehold,Private,Rochor
2380000.0,1291.68,13,Leasehold,HDB,Geylang
1910000.0,990.29,18,Freehold,HDB,Bukit Timah
3780000.0,2594.12,40,Freehold,Private,Bukit Merah
2550000.0,1280.92,10,Freehold,Private,Novena
920000.0,505.91,1,Leasehold,Private,Toa Payoh
2350000.0,882.65,2,Leasehold,Private,River Valley
980000.0,624.31,8,Freehold,Private,Geylang
2250000.0,1108.69,1,Leasehold,HDB,Toa Payoh
1750000.0,904.18,1,Leasehold,Private,Bishan
1580000.0,1044.11,10,Leasehold,Private,Bukit Merah
1288800.0,979.52,25,Leasehold,Private,Geylang
1470000.0,688.9,6,Leasehold,Private,Queenstown
1150000.0,570.49,5,Leasehold,HDB,Rochor
3300000.0,1722.24,9,Leasehold,Private,Bukit Timah
1575000.0,699.66,5,Leasehold,Private,Rochor
1960000.0,1065.64,9,Leasehold,Private,Marine Parade
1520000.0,710.42,1,Leasehold,HDB,Bukit Timah
2280000.0,1054.87,18,Freehold,Private,Bukit Timah
1386000.0,742.72,1,Leasehold,HDB,Toa Payoh
2213338.0,958.0,13,Freehold,Private,Marine Parade
3700000.0,1323.97,15,Freehold,Private,Others
4550000.0,2443.43,9,Leasehold,Private,Bukit Timah
3750000.0,1700.71,13,Freehold,Private,Marine Parade
850000.0,484.38,10,Leasehold,Private,Geylang
1308888.0,893.41,11,Freehold,Private,Kallang
2100000.0,1356.26,8,Leasehold,HDB,Bishan
1310000.0,699.66,1,Leasehold,HDB,Toa Payoh
1600000.0,871.88,19,Leasehold,Private,Bukit Merah
1350000.0,678.13,1,Leasehold,Private,Bukit Timah
2490000.0,1722.24,6,Freehold,HDB,Bukit Timah
2720000.0,1442.38,27,Freehold,HDB,Bishan
1320000.0,635.08,9,Leasehold,HDB,Bukit Timah
1030000.0,613.55,18,Freehold,Private,Novena
3380000.0,1399.32,18,Freehold,Private,Bukit Timah
1200000.0,624.31,6,Leasehold,Private,Geylang
2650000.0,1517.72,14,Freehold,HDB,Kallang
4500000.0,1905.23,17,Freehold,Private,Others
3600000.0,1915.99,38,Freehold,Private,Bukit Timah
3280000.0,1625.36,10,Leasehold,HDB,Others
5000000.0,2744.82,23,Leasehold,Private,Kallang
1580000.0,753.48,6,Leasehold,HDB,Queenstown
1480000.0,688.9,6,Leasehold,Private,Queenstown
6400000.0,1776.06,6,Freehold,Private,Others
1368000.0,742.72,1,Leasehold,Private,Toa Payoh
3300000.0,1872.94,12,Leasehold,Private,Southern Islands
9398888.0,2432.66,11,Freehold,Private,Tanglin
1930000.0,1399.32,26,Leasehold,Private,Kallang
3620000.0,1829.88,27,Freehold,Private,Tanglin
1345000.0,688.9,1,Leasehold,Private,Toa Payoh
3820000.0,1646.89,15,Freehold,Private,Marine Parade
3150000.0,1367.03,16,Freehold,Private,Marine Parade
2415000.0,1044.11,1,Leasehold,Private,Bukit Timah
2200000.0,1173.28,7,Leasehold,Private,Toa Payoh
2110000.0,839.59,7,Freehold,Private,Tanglin
1738000.0,1022.58,13,Leasehold,HDB,Geylang
1385000.0,635.08,2,Leasehold,Private,Toa Payoh
2870000.0,1711.48,20,Leasehold,Private,Kallang
955000.0,559.73,10,Freehold,Private,Novena
4238000.0,1334.74,9,Freehold,Private,Newton
2310000.0,1054.87,8,Leasehold,Private,River Valley
3300000.0,1313.21,15,Freehold,Private,River Valley
1600000.0,1044.11,25,Freehold,HDB,Bukit Timah
3060000.0,1625.36,24,Freehold,Private,Toa Payoh
2422000.0,1571.54,19,Leasehold,Private,Bishan
3480000.0,1356.26,17,Freehold,Private,Others
1750000.0,1248.62,26,Leasehold,Private,Queenstown
3080000.0,1291.68,5,Leasehold,Private,Bukit Merah
4958000.0,1991.34,11,Freehold,Private,Bukit Timah
1190000.0,731.95,7,Leasehold,Private,Toa Payoh
2675000.0,1334.74,19,Leasehold,Private,Bukit Merah
2550000.0,1140.98,1,Leasehold,Private,Bishan
1720000.0,1011.82,8,Leasehold,Private,Bishan
1530000.0,914.94,21,Leasehold,Private,Queenstown
750000.0,409.03,13,Freehold,HDB,Queenstown
8300000.0,3433.72,37,Freehold,Private,River Valley
1428000.0,688.9,5,Leasehold,Private,Rochor
2180000.0,1528.49,28,Leasehold,Private,Bukit Timah
1830000.0,1151.75,22,Leasehold,Private,Bukit Merah
2300000.0,1485.43,18,Leasehold,Private,Kallang
2620000.0,1657.66,30,Freehold,Private,Bukit Timah
1580000.0,968.76,25,Leasehold,Private,Bukit Merah
5000000.0,2142.04,21,Freehold,Private,Newton
810000.0,484.38,7,Leasehold,HDB,Toa Payoh
1900000.0,1485.43,18,Leasehold,Private,Bishan
2100000.0,1001.05,7,Leasehold,HDB,Bukit Merah
815000.0,441.32,7,Leasehold,HDB,Kallang
3880000.0,1733.0,26,Freehold,Private,Tanglin
970000.0,505.91,5,Leasehold,Private,Bukit Merah
2320000.0,1883.7,43,Leasehold,Private,Bukit Timah
2288888.0,1108.69,1,Leasehold,Private,Toa Payoh
1920000.0,850.36,3,Leasehold,Private,Queenstown
1750000.0,1044.11,9,Leasehold,Private,Bukit Timah
2540000.0,1614.6,10,Leasehold,Private,Bukit Merah
980000.0,430.56,3,Leasehold,Private,Queenstown
4525000.0,2637.18,12,Leasehold,Private,Bukit Merah
2020000.0,1227.1,19,Leasehold,HDB,Kallang
1210000.0,710.42,25,Leasehold,HDB,Bukit Merah
4800000.0,1797.59,13,Freehold,Private,Others
1540000.0,968.76,24,Leasehold,Private,Others
1418888.0,828.83,11,Leasehold,HDB,Toa Payoh
7700000.0,1776.06,9,Freehold,Private,Newton
2180000.0,1280.92,8,Leasehold,HDB,Bishan
3130000.0,1517.72,12,Freehold,HDB,Marine Parade
5800000.0,2637.18,30,Freehold,Private,Marine Parade
1368000.0,828.83,11,Leasehold,Private,Toa Payoh
2400000.0,1054.87,13,Leasehold,HDB,Others
3700000.0,1603.84,13,Freehold,HDB,Marine Parade
1200000.0,645.84,1,Leasehold,HDB,Toa Payoh
2190000.0,1291.68,12,Leasehold,HDB,Bishan
